category,text,label
Canteens,"It was adequate for the canteens, could be improved. in general. substandard.",neutral
Hostel,The hostel met basic expectations; no strong opinion.,neutral
Academics,I have a neutral view about the academics. to be honest.,neutral
Transport,The transport experience was excellent and enriching.,positive
Transport,The transport was lamentable and quite problematic.,negative
Events,"It was adequate for the events, could be improved.",neutral
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Hostel,The hostel team handled things brilliantly — commendable effort.,positive
Hostel Mess,I have a neutral view about the hostel mess.,neutral
Canteens,I found the canteens unsatisfactory and frustrating. in general.,negative
Transport,The transport was lamentable and quite problematic.,negative
Events,The events experience was excellent and enriching. overall. ubiquitous.,positive
Canteens,"Overall, the canteens has been a highly positive experience.",positive
Hostel Mess,The hostel mess met basic expectations; no strong opinion.,neutral
Academics,"The academics was average, nothing extraordinary.",neutral
Academics,I am very satisfied with the academics; it really exceeded expectations. to be honest.,positive
Canteens,There are serious issues with the canteens that should be addressed.,negative
Hostel,I have a neutral view about the hostel.,neutral
Canteens,"I appreciate the canteens, it was extremely helpful and supportive.",positive
Academics,The academics experience was excellent and enriching. overall.,positive
Events,The events experience was excellent and enriching. in general.,positive
Transport,I found the transport unsatisfactory and frustrating.,negative
Events,I have a neutral view about the events. from my perspective.,neutral
Hostel Mess,I am disappointed with the hostel mess; it was substandard. to be honest.,negative
Events,The events experience was excellent and enriching. overall.,positive
Events,"The events was average, nothing extraordinary.",neutral
Events,I found the events unsatisfactory and frustrating.,negative
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Events,"It was adequate for the events, could be improved.",neutral
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Academics,The academics experience was poor and needs immediate rectification.,negative
Events,I am disappointed with the events; it was substandard. to be honest.,negative
Canteens,I have a neutral view about the canteens. ameliorate.,neutral
Hostel,"It was adequate for the hostel, could be improved. to be honest.",neutral
Canteens,"It felt typical regarding the canteens, neither good nor bad. frankly speaking.",neutral
Events,I am disappointed with the events; it was substandard.,negative
Hostel,I have a neutral view about the hostel.,neutral
Academics,I am very satisfied with the academics; it really exceeded expectations.,positive
Academics,The academics experience was excellent and enriching.,positive
Transport,I am very satisfied with the transport; it really exceeded expectations. enrichment.,positive
Academics,The academics experience was excellent and enriching.,positive
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Events,The events met basic expectations; no strong opinion.,neutral
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Canteens,I am disappointed with the canteens; it was substandard.,negative
Canteens,neutral,neutral
Canteens,"The canteens was average, nothing extraordinary.",neutral
Academics,I am very satisfied with the academics; it really exceeded expectations. to be honest.,positive
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Events,The events was lamentable and quite problematic. frankly speaking.,negative
Academics,I have a neutral view about the academics.,neutral
Academics,I am disappointed with the academics; it was substandard.,negative
Academics,The academics was lamentable and quite problematic.,negative
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Canteens,The canteens was lamentable and quite problematic.,negative
Events,I am disappointed with the events; it was substandard.,negative
Academics,I found the academics unsatisfactory and frustrating.,negative
Transport,The transport was lamentable and quite problematic. in general.,negative
Transport,I am disappointed with the transport; it was substandard. to be honest.,negative
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Hostel,The hostel experience was poor and needs immediate rectification. in general.,negative
Academics,The academics experience was poor and needs immediate rectification.,negative
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad. from my perspective.",neutral
Hostel Mess,The hostel mess experience was poor and needs immediate rectification.,negative
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Hostel,There are serious issues with the hostel that should be addressed.,negative
Events,I am disappointed with the events; it was substandard.,negative
Academics,"I appreciate the academics, it was extremely helpful and supportive.",positive
Academics,"The academics was average, nothing extraordinary. from my perspective.",neutral
